DEPARTAMENTO;CODIGO DEPARTAMENTO;MUNICIPIO;CODIGO MUNICIPIO;COORDENADA X;COORDENADA Y;TIPO;INFRAESTRUCTURA
ANTIOQUIA;5;YARUMAL;5887;-75,47996213;6,935085525;;
VAUPÉS;97;YAVARATÉ;97889;-69,61957907;0,833777516;;
ANTIOQUIA;5;YOLOMBÓ;5890;-75,03003925;6,645434348;Poliducto;Sebastopol - Medellín
ANTIOQUIA;5;YONDÓ;5893;-74,15845111;6,925021066;Oleoducto;OCENSA (Oleoducto Central)
ANTIOQUIA;5;YONDÓ;5893;-74,15845111;6,925021066;Oleoducto;ODC (Oleoducto de Colombia)
CASANARE;85;YOPAL;85001;-72,25802754;5,24198559;Poliducto;Floreña
CASANARE;85;YOPAL;85001;-72,25802754;5,24198559;Oleoducto;Araguaney - El Porvenir
CASANARE;85;YOPAL;85001;-72,25802754;5,24198559;Oleoducto;OBC (Oleoducto Bicentenario de Colombia)
CASANARE;85;YOPAL;85001;-72,25802754;5,24198559;Estación;ARAGUANEY
VALLE DEL CAUCA;76;YOTOCO;76890;-76,39083091;3,904568781;Poliducto;Cartago - Yumbo
VALLE DEL CAUCA;76;YOTOCO;76890;-76,39083091;3,904568781;Poliducto;ODECA (Oleoducto de Caldas)
VALLE DEL CAUCA;76;YUMBO;76892;-76,51081013;3,596065979;Poliducto;Buenaventura - Yumbo
VALLE DEL CAUCA;76;YUMBO;76892;-76,51081013;3,596065979;Poliducto;Cartago - Yumbo
VALLE DEL CAUCA;76;YUMBO;76892;-76,51081013;3,596065979;Poliducto;ODECA (Oleoducto de Caldas)
VALLE DEL CAUCA;76;YUMBO;76892;-76,51081013;3,596065979;Estación;YUMBO
BOLÍVAR;13;ZAMBRANO;13894;-74,87938554;9,744206926;;
SANTANDER;68;ZAPATOCA;68895;-73,30697675;6,813239246;;
MAGDALENA;47;ZAPAYÁN;47960;-74,6912072;10,11758355;;
ANTIOQUIA;5;ZARAGOZA;5895;-74,85801809;7,475149405;Oleoducto;OCENSA (Oleoducto Central)
ANTIOQUIA;5;ZARAGOZA;5895;-74,85801809;7,475149405;Oleoducto;ODC (Oleoducto de Colombia)
VALLE DEL CAUCA;76;ZARZAL;76895;-76,05078073;4,353634037;Poliducto;Cartago - Yumbo
VALLE DEL CAUCA;76;ZARZAL;76895;-76,05078073;4,353634037;Poliducto;ODECA (Oleoducto de Caldas)
VALLE DEL CAUCA;76;ZARZAL;76895;-76,05078073;4,353634037;Poliducto;Cartago - Yumbo
VALLE DEL CAUCA;76;ZARZAL;76895;-76,05078073;4,353634037;Poliducto;ODECA (Oleoducto de Caldas)
BOYACÁ;15;ZETAQUIRÁ;15897;-73,16753391;5,285750713;Oleoducto;OCENSA (Oleoducto Central)
BOYACÁ;15;ZETAQUIRÁ;15897;-73,16753391;5,285750713;Poliducto;Poliandino
CUNDINAMARCA;25;ZIPACÓN;25898;-74,3870837;4,754451017;;
CUNDINAMARCA;25;ZIPAQUIRÁ;25899;-74,04920549;5,066473613;;
MAGDALENA;47;ZONA BANANERA;47980;-74,17801288;10,79628116;Poliducto;Pozos Colorados - Ayacucho - Galán
